product,total_quantity_sold,total_revenue,average_quantity_sold,predicted_60_day_quantity,reason
Deccan Idli Rice 20Lb,10.0,189.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Idly Rava 4lb,16.0,79.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Idly Rice 10Lb,6.0,89.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Indrayani Rice 10Lb,1.0,18.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Jeerasamba Rice 10Lbs,22.0,316.78,22.0,1320.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Jeerasamba Rice 20Lb,10.0,264.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Kalijeera 10Lbs,2.0,37.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Kerala Matta Rice 10Lb,1.0,11.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Kurnool Rice sona masoori 20Lb,5.0,124.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Low Gi Sona Masoori,6.0,95.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Ponni Boiled Rice 10lb,4.0,51.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Ponni Raw Rice 20Lb,1.0,24.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Ponni Raw/10Lb,3.0,41.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Sona (20Lb),1.0,22.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Sona Masoori Rice 10Lb,12.0,167.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Sona Masoori Rice 20Lb,34.0,747.66,34.0,2040.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Upma Rava 4LB,3.0,20.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Deccan Upma rava 2.2LB,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deccan ponni Boiled Rice 20lb,11.0,230.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Deccanbrown sonamasooriRice,6.0,77.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep 5 star premium Atta 10lb,1.0,10.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep 5Star Premium Atta 10lb,3.0,32.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Deep Ajman Stick 400gm,4.0,15.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Deep Ajman seeds 200gm,6.0,11.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Aloo Bukhara 7 Oz,6.0,29.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Aloo Paratha 12 Oz,26.0,77.74,26.0,1560.0,Prediction is based on average quantity sold during the given timeframe.
Deep Aloo Paratha 16pc,7.0,76.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Deep Amla Slices 10 Oz,28.0,69.72,28.0,1680.0,Prediction is based on average quantity sold during the given timeframe.
Deep Any tine Cheesy Corn Stars,2.0,7.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deep Besan 2Lb,17.0,67.83,17.0,1020.0,Prediction is based on average quantity sold during the given timeframe.
Deep Besan 4 Lb,8.0,47.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Deep Bhartura 20pcs,1.0,10.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Bhatura 5Pc-12Oz,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Deep Bhindi (Okra) Cut -340Gm,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Bhindi Cut,9.0,44.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Deep Black Raisin 14oz,1.0,4.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Blanched silvered almonds 14oz,1.0,6.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Byadgi Whl Red Chili 7Oz,10.0,39.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Deep Carrom Coins 20pec,2.0,13.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cashew Piecs 14 Oz,10.0,49.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cashews Whole 14Oz,19.0,151.81,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cashews Whole 7 OZ,3.0,14.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Deep Channa Dal 2LB,14.0,41.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cheese Spinach Naan 2Ct,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Chegodi 200g,45.0,112.05,45.0,2700.0,Prediction is based on average quantity sold during the given timeframe.
Deep Chili Coriander Naan 4pcs,6.0,23.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cinnamon stick 100gm,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cocktail Potato Samosa 50pcs,24.0,95.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Deep Coconut Cream 14 Oz,14.0,32.06,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Deep Coconut Pwd 14Oz,13.0,58.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Deep Coconut Slices,9.0,26.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Deep Coconut Strings 400G,6.0,24.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Coriander Powder 400Gm,3.0,11.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Deep Coriander Powder 4LB,1.0,7.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Coriander Powder-200g,9.0,17.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Deep Coriander Seeds 14Oz,12.0,47.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Deep Coriander Seeds 200G,29.0,86.71,29.0,1740.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cow Ghee 15Oz,6.0,65.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cow Ghee 32Oz,15.0,359.85,15.0,900.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cow Ghee 8Oz,19.0,132.81,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cumin Powder 400gm,1.0,5.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cumin Powder(200G),2.0,7.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cumin Seeds 200G,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cumin Seeds 400Gm,6.0,41.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cumin Seeds(200G),15.0,59.85,15.0,900.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cumin Seeds-400G,20.0,121.8,20.0,1200.0,Prediction is based on average quantity sold during the given timeframe.
Deep Cumin seeds 800 gm,6.0,65.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Delhi Samosa,1.0,7.59,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Diced Green Mango 340G,13.0,38.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Deep Dry Appricot 14oz,5.0,39.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Deep Edible Gum 100g,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deep Exlong Basmati/10Lb,2.0,29.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deep Fennel Seeds 200G,13.0,38.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Deep Fennel Seeds-400G,10.0,42.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Deep Fr Coconut Shredded-340Gm,24.0,71.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Deep Fried Onion 400Gm,9.0,35.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Deep Frozen Ajwain Paratha 5pcs,11.0,32.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Deep Frozen Amla 12Oz,9.0,17.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Deep Frozen Guvar-340G,9.0,26.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Deep Frzn Methi - 12 Oz,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deep FuneGreek Seeds 200gm,5.0,9.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Deep Garam Masala Whole 200Gm,8.0,31.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Deep Garlic Naan 12 Pcs,27.0,260.74,27.0,1620.0,Prediction is based on average quantity sold during the given timeframe.
Deep Garlic Naan 4Pcs,30.0,104.7,30.0,1800.0,Prediction is based on average quantity sold during the given timeframe.
Deep Garlic Powder 400Gm,1.0,3.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Ginger Garlic Paste 10Oz,12.0,41.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Deep Ginger Garlic Paste 25Oz,11.0,76.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Deep Ginger Powder 400Gm,2.0,9.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deep Gobi Paratha 4Pcs,8.0,39.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Deep Golden Raisins 14 Oz,36.0,179.64,36.0,2160.0,Prediction is based on average quantity sold during the given timeframe.
Deep Green Cardamom 200Gm,13.0,155.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Deep Green Peas 2Lb,12.0,59.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Deep Green Pistachios 7oz,4.0,27.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Deep Green Raisins 7oz,38.0,151.62,38.0,2280.0,Prediction is based on average quantity sold during the given timeframe.
Deep Home Style Paratha 20Pc,24.0,263.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Deep Home Style Paratha 5Pc,37.0,110.63,37.0,2220.0,Prediction is based on average quantity sold during the given timeframe.
Deep Horse Gram 2lb,8.0,23.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Deep Hot Mango Pickle 26Oz,6.0,29.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Jaggery Ball 1Lb,30.0,89.7,30.0,1800.0,Prediction is based on average quantity sold during the given timeframe.
Deep Jaggery Ball 2Lb,6.0,23.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Jaggery Coconutpdr(1Lb),2.0,15.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deep Jaggery Square 2Lb,10.0,39.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Deep Jaggery Square 500G,8.0,15.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Deep Kallonji Seeds - 100 Gm,5.0,14.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Deep Karivepaku Karam Podi100G,1.0,1.79,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Kashmiri C Powder200G,5.0,19.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Deep Kashmiri Chili Powder 400 gm,6.0,41.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Kashmiri Chili Whole 100G,6.0,14.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Kati Roll Tawa Panner,2.0,6.58,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Deep Kati Roll paneer Tikka 18gh,1.0,3.29,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Kati roll Tawa Paneer 18g,5.0,16.45,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Deep Kesar Mango Pulp,24.0,95.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Deep Kutchi Murukku 200g,15.0,29.85,15.0,900.0,Prediction is based on average quantity sold during the given timeframe.
Deep Lachcha Paratha 20pic,8.0,63.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Deep Lachcha Paratha 5pcs,23.0,68.77,23.0,1380.0,Prediction is based on average quantity sold during the given timeframe.
Deep Madras Coffee 500G,10.0,79.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Deep Maida 2Lbs,6.0,23.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Deep Maida 4 Lb,1.0,5.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Deep Masala Murukku 7oz,7.0,20.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Deep Masala Paneer Bites 360g,3.0,14.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Deep Methi Paratha 5 Pc 12 Oz,11.0,32.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
