product,total_quantity_sold,total_revenue,average_quantity_sold,average_revenue,number_of_records
Aara Sabudana 2Lb,16.0,55.84,16.0,55.84,1
V Mango Cut,16.0,55.84,16.0,55.84,1
Mtr Bisible Bhat Masala 100Gm,20.0,55.8,20.0,55.8,1
Garvi Gujarat Bhel Mix 285g,28.0,55.72,28.0,55.72,1
Deep Peanut Chikki 200Gm,28.0,55.72,28.0,55.72,1
Sdpmart Proso Millet Noodles,28.0,55.72,28.0,55.72,1
Mdh Butter Chicken Mas-100Gm,28.0,55.72,28.0,55.72,1
Parle Aloo Bhujia 340G,22.0,55.0,22.0,55.0,1
Hawkins Stainless Steel 1.5L,1.0,54.99,1.0,54.99,1
Amla Hair Oil 4Oz,5.0,54.95,5.0,54.95,1
Nutella 750G,5.0,54.95,5.0,54.95,1
Vadilal Alphonso Mango 1 lit,5.0,54.95,5.0,54.95,1
OORA NAATU FISH PICKLE,5.0,54.95,5.0,54.95,1
Navratna Ayurvedic Oil 450Ml,5.0,54.95,5.0,54.95,1
Karachi Pista Biscuits 400 Gms,11.0,54.89,11.0,54.89,1
Gazab Chia Seeds 400Gms,11.0,54.89,11.0,54.89,1
Ramdev Krishna Kamod Rice flour,11.0,54.89,11.0,54.89,1
Telugu Swetha Barnyard Millet,11.0,54.89,11.0,54.89,1
amul choco cracker,11.0,54.89,11.0,54.89,1
multi lentil,11.0,54.89,11.0,54.89,1
AARA PHOOL NAKHANA 100G,11.0,54.89,11.0,54.89,1
Deep Ragi Flour 4Lb,11.0,54.89,11.0,54.89,1
Laxmi Cumin Powder 200G,17.0,54.83,17.0,54.83,1
Karoun's Yogurt Drink orginal,22.0,54.78,22.0,54.78,1
Laxmi Calonji - 200G,22.0,54.78,22.0,54.78,1
Indian Cucumber /Lb,27.26,54.25,27.26,54.25,1
Dabur Rose Water 8.25Oz,23.0,54.07,23.0,54.07,1
Lx Mustard Oil 5L,2.0,53.98,2.0,53.98,1
24M Idly Rice 10Lb,3.0,53.97,3.0,53.97,1
pooja smagri,6.0,53.94,6.0,53.94,1
Ajwa Dates 400g,6.0,53.94,6.0,53.94,1
Vadilal Mango Kulfi 480ml,6.0,53.94,6.0,53.94,1
Hem Aradhana Pure Cow Diya,6.0,53.94,6.0,53.94,1
V TUTI FRUTI BURFEE,6.0,53.94,6.0,53.94,1
Pia Beauty Rosemary Mint 60ml,6.0,53.94,6.0,53.94,1
Vital Tea 25bags,9.0,53.91,9.0,53.91,1
Meharban Peanuts 3Lb,9.0,53.91,9.0,53.91,1
MAGGIE RICH SAUCE 970G,9.0,53.91,9.0,53.91,1
Red Label 100 T Bags,9.0,53.91,9.0,53.91,1
Henna Powder,9.0,53.91,9.0,53.91,1
SG Quinoa batter 850G,9.0,53.91,9.0,53.91,1
Great Value Oil 1.42L,9.0,53.91,9.0,53.91,1
Sensodyne Fresh Mint 150g,9.0,53.91,9.0,53.91,1
Pura Faith Sunflower Oil 1Ltr,9.0,53.91,9.0,53.91,1
premier rose peatls 100g,12.0,53.88,12.0,53.88,1
Kitchen Xpress Amla Whole 312g,18.0,53.82,18.0,53.82,1
Telugu Wheat Rava(2Lb),18.0,53.82,18.0,53.82,1
Gazab Chia Seeds,18.0,53.82,18.0,53.82,1
Laxmi Peanuts - 400 Gms,18.0,53.82,18.0,53.82,1
Vadilal Sambar Mix Vegetables 312g,18.0,53.82,18.0,53.82,1
Swetha sabudana 2LB,18.0,53.82,18.0,53.82,1
Kitchen Xpress Kesar Mango Slices 312g,18.0,53.82,18.0,53.82,1
Guntur Sanam(200Gms),18.0,53.82,18.0,53.82,1
Swagat Panipuri,27.0,53.73,27.0,53.73,1
B Treat Hazelnut Wafers,27.0,53.73,27.0,53.73,1
Colgate Total Paste 120gm,11.0,52.9,11.0,52.9,1
Jimjam Pops 70g,53.0,52.47,53.0,52.47,1
RAM ANISTAR WHOLE 100G,15.0,52.35,15.0,52.35,1
Laxmi Peanut Chikki 200Gm,20.0,52.3,20.0,52.3,1
Patanjali Mustard 5L,2.0,51.98,2.0,51.98,1
CURRY LEAF PLANT,2.0,51.98,2.0,51.98,1
24M Urad White Split 4Lb,4.0,51.96,4.0,51.96,1
TELUGU BROWN R sona masoori RICE 10 LB,4.0,51.96,4.0,51.96,1
DECCAN SONA MASOORI RICE 10LB,4.0,51.96,4.0,51.96,1
Deccan Ponni Boiled Rice 10lb,4.0,51.96,4.0,51.96,1
Vadilal Alphonso Mango Ras 1 Kg,4.0,51.96,4.0,51.96,1
Tasty Fresh PANEER,8.0,51.92,8.0,51.92,1
Britannia Krunch ChocoChips 512g,13.0,51.87,13.0,51.87,1
Laxmi Football Masoor 2Lb,13.0,51.87,13.0,51.87,1
Vatika Henna Rich Black,13.0,51.87,13.0,51.87,1
Dark fantasy Choco Style Meltz 300g,13.0,51.87,13.0,51.87,1
Gazab Brown Sesame Seeds 400G,13.0,51.87,13.0,51.87,1
Laxmi Punjab Masala Gudi 2lb,13.0,51.87,13.0,51.87,1
Mtr Rasam Powder (200G),13.0,51.87,13.0,51.87,1
BAMBINO BM HALWA 200GM,13.0,51.87,13.0,51.87,1
Fair and lovely Glow HD 44g,13.0,51.87,13.0,51.87,1
Chutnefy Tomato Chutney 75G,13.0,51.87,13.0,51.87,1
Everest Saffron 0.5G,13.0,51.87,13.0,51.87,1
Mirchi Masala Thin Sev 340g,13.0,51.87,13.0,51.87,1
Priya Vermicelli 1Kg,13.0,51.87,13.0,51.87,1
Gazab Banarasi Pan,13.0,51.87,13.0,51.87,1
Avani Peanut Oil 500GM,13.0,51.87,13.0,51.87,1
Navdhanya,13.0,51.87,13.0,51.87,1
BALAJI FINE CAMPHOR/100GM,13.0,51.87,13.0,51.87,1
deep toor dal 2lb,13.0,51.87,13.0,51.87,1
DD Andhra muruku 300g,13.0,51.87,13.0,51.87,1
vad mango kulfi 55ml,26.0,51.74,26.0,51.74,1
Thums Up Can 300Ml,26.0,51.74,26.0,51.74,1
Kohinoor Brown Basmati 10lb,3.0,50.97,3.0,50.97,1
Society Masala Tea 900g,3.0,50.97,3.0,50.97,1
GRB Kaju Katli 1kg,3.0,50.97,3.0,50.97,1
Spd Maapillai Samba 4lb,3.0,50.97,3.0,50.97,1
Bell Peppr Yellow,24.85,50.94,24.85,50.94,1
Karachi Khari Zeera Khari 250G,17.0,50.83,17.0,50.83,1
Aachi Chicken Curry 100G,17.0,50.83,17.0,50.83,1
Lx Surati Papdi Lilva 300G,17.0,50.83,17.0,50.83,1
Ramdev Fennel seeds 200g,17.0,50.83,17.0,50.83,1
Deep Roasted Upma Rava 2Lb,17.0,50.83,17.0,50.83,1
AAHASPICY MASALA PEANUTS 150G,17.0,50.83,17.0,50.83,1
Balaji Camphor,17.0,50.83,17.0,50.83,1
Snickers 52.7g,27.0,50.73,27.0,50.73,1
Prestige Popular Svachh 3L,1.0,49.99,1.0,49.99,1
Nanak Moong Daal Halwa 850G,5.0,49.95,5.0,49.95,1
Nihi Foods Jaggery Badam pista 5pcs,5.0,49.95,5.0,49.95,1
Jalpur Juwar Flour 2.2Lb,10.0,49.9,10.0,49.9,1
Adani Daliya Split 800gm,10.0,49.9,10.0,49.9,1
Amul Hazelnut chocolate 150g,10.0,49.9,10.0,49.9,1
Telugu Swetha Bajara Millet,10.0,49.9,10.0,49.9,1
Telugu Swetha Kodo Millet,10.0,49.9,10.0,49.9,1
Deep Cashew Piecs 14 Oz,10.0,49.9,10.0,49.9,1
Gazab Poppy Seeds 100G,10.0,49.9,10.0,49.9,1
Mtr Roasted Vermicelli 950Gm,10.0,49.9,10.0,49.9,1
National Ginger Garlic 750G,10.0,49.9,10.0,49.9,1
Udupi Rice Flour 4Lb,10.0,49.9,10.0,49.9,1
PINEAPPLE NECTAR,14.0,49.86,14.0,49.86,1
Garvi Gujarat Bhel Sev 285g,20.0,49.8,20.0,49.8,1
parachute coconut oil 177ml,20.0,49.8,20.0,49.8,1
Lxaxmi Methi Block 300Gm,20.0,49.8,20.0,49.8,1
Jaggery swagat,20.0,49.8,20.0,49.8,1
Britannia Digestive 8Oz,25.0,49.75,25.0,49.75,1
Priya Idli Karam 100G,25.0,49.75,25.0,49.75,1
Treat C Choco Wafers,25.0,49.75,25.0,49.75,1
Knorr Mixed Vegetable Soup,25.0,49.75,25.0,49.75,1
Everest Garam Masala 50G,25.0,49.75,25.0,49.75,1
American eggplant,29.0,49.01,29.0,49.01,1
Shan Sindhi Biryani Mix(60G),26.0,48.94,26.0,48.94,1
amul cheese 400g,7.0,48.93,7.0,48.93,1
Haldirams Angoori Jamun 500g,7.0,48.93,7.0,48.93,1
Britannia Toastea Milk Rusk560g,7.0,48.93,7.0,48.93,1
Laxmi Desi Besan,7.0,48.93,7.0,48.93,1
White Potato 5lb,11.0,48.89,11.0,48.89,1
Fanta 2 Lit,13.0,48.87,13.0,48.87,1
Mother's Fried Onion 400gm,13.0,48.87,13.0,48.87,1
Red Onion 10Oz,14.0,48.86,14.0,48.86,1
Aara Corinder Seeds 400G,14.0,48.86,14.0,48.86,1
Aman Puff Pastry,14.0,48.86,14.0,48.86,1
GH kodo millet 200gm,16.0,48.34,16.0,48.34,1
Gazab Green Pistachio 100g,16.0,48.0,16.0,48.0,1
Ramdev Cumin whole 4lb,2.0,47.98,2.0,47.98,1
Curd Pot (1.5lt),3.0,47.97,3.0,47.97,1
Balaji Chef Choice Basmati 10L,3.0,47.97,3.0,47.97,1
K P L Shudhi Coconut Oil 2L,3.0,47.97,3.0,47.97,1
India Gate Basmati Rice Golden sella 10lb,3.0,47.97,3.0,47.97,1
Parachute Coconut Oil 1.86Ml,3.0,47.97,3.0,47.97,1
kadai ss no.11,4.0,47.96,4.0,47.96,1
Falak LOW GI Basmati rice 10lb,4.0,47.96,4.0,47.96,1
Pia Beauty Rosemary-Biotin Shampoo 240ml,4.0,47.96,4.0,47.96,1
Haldiram Milk Burfee 12 pieces,5.0,47.95,5.0,47.95,1
Quick Cafe Filter(500Gms),6.0,47.94,6.0,47.94,1
Wagh Bakri Premium Tea bags 200G,8.0,47.92,8.0,47.92,1
Deep Besan 4 Lb,8.0,47.92,8.0,47.92,1
Britannia Punjabi Cookies 620G,8.0,47.92,8.0,47.92,1
Laxmi Corriander Powder 800Gm,10.0,47.92,10.0,47.92,1
Goat steel plates,8.0,47.92,8.0,47.92,1
Shana Saragawa(Drumsticks) 900,8.0,47.92,8.0,47.92,1
Udupi Roasted Upma Rava 4Lb,8.0,47.92,8.0,47.92,1
Laxmi Vatana 4Lb,8.0,47.92,8.0,47.92,1
Devam Barnyard Millet 2.2Lb,8.0,47.92,8.0,47.92,1
ADANI SAFFRON 1G,8.0,47.92,8.0,47.92,1
3Roses 250 G,9.0,47.91,9.0,47.91,1
Amul Cheese Plain,12.0,47.88,12.0,47.88,1
Morton Salt Coarse 3lb,12.0,47.88,12.0,47.88,1
Mirch Masala Tikha Mitha Mix 340g,12.0,47.88,12.0,47.88,1
Mothers Mint Chutney 250Gm,12.0,47.88,12.0,47.88,1
Ss Serving Spoon 3,12.0,47.88,12.0,47.88,1
GAZAB JAGGERY 2.2 L B,12.0,47.88,12.0,47.88,1
Britannia Chunkies Soft Baked 224g,12.0,47.88,12.0,47.88,1
Daily Delight kuzhalappam 200g,12.0,47.88,12.0,47.88,1
Telugu Roasted Rava 2Lb,12.0,47.88,12.0,47.88,1
Deep Coriander Seeds 14Oz,12.0,47.88,12.0,47.88,1
Nawabi Crispy Onion 8oz,12.0,47.88,12.0,47.88,1
Vatika Henna Hair Colour,12.0,47.88,12.0,47.88,1
Ching's Schezwan Chutney 250G,16.0,47.84,16.0,47.84,1
GM KODO MILLET ROTINI PASTA,16.0,47.84,16.0,47.84,1
Laxmi Garlic Paste 9Oz,16.0,47.84,16.0,47.84,1
Aachi Rava Idli Mix,16.0,47.84,16.0,47.84,1
Reddy's mustard seeds 400gm,16.0,47.84,16.0,47.84,1
Telugu Roasted Dalia Splits,16.0,47.84,16.0,47.84,1
Vadilal Mixed Vegetables 312G,16.0,47.84,16.0,47.84,1
Fresh Jantikala 170g,16.0,47.84,16.0,47.84,1
Priya Gulab Jamun Mix (200g),16.0,47.84,16.0,47.84,1
Karachi Bakery Soan Papdi 200g,16.0,47.84,16.0,47.84,1
Sdp Samba Wheat Noodles 180G,24.0,47.76,24.0,47.76,1
Everest Chicken Masala 100G,24.0,47.76,24.0,47.76,1
Sdpkodo Millet Noodles,24.0,47.76,24.0,47.76,1
Britannia Chocolate Wafers 80g,24.0,47.76,24.0,47.76,1
Sdp Ragi Millet Noodles,24.0,47.76,24.0,47.76,1
Sdp Little Millet Noodles,24.0,47.76,24.0,47.76,1
Sdp Foxtail Millet Noodles,24.0,47.76,24.0,47.76,1
Shan Bombay Biryani Mix(65G),24.0,47.76,24.0,47.76,1
Parle Nice 20-20,48.0,47.52,48.0,47.52,1
Britania Treat Orange,48.0,47.52,48.0,47.52,1
Swagat Jaggery 1.1lb,19.0,47.5,19.0,47.5,1
Plastic Mug,19.0,47.31,19.0,47.31,1
Telugu Mango Thokku 300G,19.0,47.31,19.0,47.31,1
Haldiram's Dodha Burfi 340Gm,7.0,46.93,7.0,46.93,1
Grb Raj Bhog 1kg,8.0,46.92,8.0,46.92,1
     pooja,18.99,46.86,18.99,46.86,1
Britannia Treat Vanilla Wafers,24.0,46.77,24.0,46.77,1
Laxmi Sona Masoori Rice 40Lb,1.0,45.99,1.0,45.99,1
Periyar Matta Rice 20Lb,2.0,45.98,2.0,45.98,1
Amma Idli Rice 20lb,3.0,45.97,3.0,45.97,1
Dark fantasy Coffee Style Fills 300 Grm,11.0,45.89,11.0,45.89,1
Dark Fantasy Bourbon 400g,15.0,45.85,15.0,45.85,1
Ching's Chilli Vinegar 170 Ml,20.0,45.8,20.0,45.8,1
Deep Methi Seeds 400Gm,21.0,45.79,21.0,45.79,1
Mothers Soya Sauce 225g,23.0,45.77,23.0,45.77,1
Everest Meat Masala-100Gm,23.0,45.77,23.0,45.77,1
Shan Biryani Masala 50gm Mix,23.0,45.77,23.0,45.77,1
Chandrika Soap 125G,23.0,45.77,23.0,45.77,1
Sdp Barnyard Millet Noodles,23.0,45.77,23.0,45.77,1
Dark Fantasy Bigchocofills150G,23.0,45.77,23.0,45.77,1
Sdp Mart Pearl Millet Noodles175g,23.0,45.77,23.0,45.77,1
Gits Gulab Jamun 100 Gm,23.0,45.77,23.0,45.77,1
L.G Hing (50G),23.0,45.77,23.0,45.77,1
Priya Chicken Masala Powder 100G,23.0,45.77,23.0,45.77,1
Amma'smedu Vada With Chutney,7.0,45.43,7.0,45.43,1
Vadilal Chocolate Cone,13.0,45.37,13.0,45.37,1
GH BARNYARD PASTA 200G,13.0,45.37,13.0,45.37,1
Preatige Super Idli Cooker,1.0,44.99,1.0,44.99,1
Bhumi Idly Rice 10 lb,3.0,44.97,3.0,44.97,1
LX mega Jumbo samosa 125g,3.0,44.97,3.0,44.97,1
Royal Brown Basmati 10Lb,3.0,44.97,3.0,44.97,1
indi bites,5.0,44.95,5.0,44.95,1
Aman Paratha 30 Piece,5.0,44.95,5.0,44.95,1
Araku Boomi Instant Coffee 100Gm,9.0,44.91,9.0,44.91,1
Quik Cardamom Tea 10Ct,9.0,44.91,9.0,44.91,1
Karachi Bakery Two Majestic Kb C+Gp,9.0,44.91,9.0,44.91,1
Karachi BakeryTwo Majestic Cashew 400G,9.0,44.91,9.0,44.91,1
Telugu Jaggery Powder 2lb,9.0,44.91,9.0,44.91,1
Sunflower Oil 1Lit,9.0,44.91,9.0,44.91,1
Moov Pain Relief Specialist,9.0,44.91,9.0,44.91,1
Lx Motichur (350G),9.0,44.91,9.0,44.91,1
Deep Bhindi Cut,9.0,44.91,9.0,44.91,1
RamDev Ragi flour 4LB,9.0,44.91,9.0,44.91,1
Aachi Mutton Masala 100G,15.0,44.85,15.0,44.85,1
MARIO MASALA NOODLES 700G,15.0,44.85,15.0,44.85,1
Swetha basmati mamara 400g,15.0,44.85,15.0,44.85,1
Dabur Herbal Clove Toothp 100M,15.0,44.85,15.0,44.85,1
sundelight dry dates 7oz,15.0,44.85,15.0,44.85,1
Mtr Bisibele Bhath Paste 10Oz,15.0,44.85,15.0,44.85,1
Idhayam Jalapeno Murukku 340g,15.0,44.85,15.0,44.85,1
Fresh Bellam Gavvalu 150g,15.0,44.85,15.0,44.85,1
Laxmi Amchur Powder 200Gm,15.0,44.85,15.0,44.85,1
Vadilal Spiky Gourd 312Gms,15.0,44.85,15.0,44.85,1
Aara Poppy Seeds 3.5Oz,15.0,44.85,15.0,44.85,1
Telugu Sakinalu 6Oz,18.0,44.82,18.0,44.82,1
Mysore Sandal Classic 125Gm,18.0,44.82,18.0,44.82,1
Laxmi Cumin Powder 800Gm,4.0,43.96,4.0,43.96,1
vad choco chips 1 lit,4.0,43.96,4.0,43.96,1
IDHAYAM COLD SESAME OIL 1 L,4.0,43.96,4.0,43.96,1
Organic TATTVA MUNG BEANS 4lb,4.0,43.96,4.0,43.96,1
Thali Plates 5 square,4.0,43.96,4.0,43.96,1
Pura Faith Sunflower Oil 2Ltr,4.0,43.96,4.0,43.96,1
Himalayan Chicken Momos 15Oz,4.0,43.96,4.0,43.96,1
GZ KABAB CHINI 200G,4.0,43.96,4.0,43.96,1
Britannia Marie Gold Family 1.2kg,8.0,43.92,8.0,43.92,1
Parachute Virgin 200Ml,11.0,43.89,11.0,43.89,1
Pitambari 200g,11.0,43.89,11.0,43.89,1
telugu wheat rava 2lb,11.0,43.89,11.0,43.89,1
Delicious Delight Palmiers 400g,11.0,43.89,11.0,43.89,1
Britiannia Goodday Chunkies 224g,11.0,43.89,11.0,43.89,1
Moms M Cas &Ala Cookies 250G,22.0,43.78,22.0,43.78,1
Mdh Chunky Chat Mas 100G,22.0,43.78,22.0,43.78,1
Chings Singapore Noodles 300Gm,22.0,43.78,22.0,43.78,1
Sdp Jowar Millet Noodles,22.0,43.78,22.0,43.78,1
laxmi mix veg 300g,22.0,43.78,22.0,43.78,1
Crushed Peanut Chikki Puja100G,29.0,43.21,29.0,43.21,1
Coca Cola 2 Lit,11.0,42.9,11.0,42.9,1
Deep Fennel Seeds-400G,10.0,42.9,10.0,42.9,1
hair pin,15.0,42.85,15.0,42.85,1
Green Harvest Little millet pasta 200g,14.0,42.36,14.0,42.36,1
Garvi Gujarat Dry Kachori 285,17.0,42.33,17.0,42.33,1
Aara Cinnamon Stick 100G,17.0,42.33,17.0,42.33,1
Devam Pearl Millet 11Lb,2.0,41.98,2.0,41.98,1
Deccan Ponni Raw/10Lb,3.0,41.97,3.0,41.97,1
Deep Cumin Seeds 400Gm,6.0,41.94,6.0,41.94,1
Vatika Hibiscus 300Ml,6.0,41.94,6.0,41.94,1
TELUGU BUFFALO GHEE 280G,6.0,41.94,6.0,41.94,1
TELUGU COW GHEE 280G,6.0,41.94,6.0,41.94,1
Deep Kashmiri Chili Powder 400 gm,6.0,41.94,6.0,41.94,1
manna Health mix 454g,6.0,41.94,6.0,41.94,1
vad tutty fruity 500ml,6.0,41.94,6.0,41.94,1
Laxmi Jaggery (Gud) 2Kg,6.0,41.94,6.0,41.94,1
Laxmi Masoor Whole 4Lb,6.0,41.94,6.0,41.94,1
OM SHANTHI PUJA OIL 1 L,6.0,41.94,6.0,41.94,1
Laxmi Desi Jaggery 4.4Lb,6.0,41.94,6.0,41.94,1
Haldiram's Fresh Paneer 360Gm,6.0,41.94,6.0,41.94,1
AARA LADDU BESAN 4LB,6.0,41.94,6.0,41.94,1
Laxmi Jalapeno & Cheese Samosa 20pcs,6.0,41.94,6.0,41.94,1
Deep Punjabi Style Samosa 22Oz,6.0,41.94,6.0,41.94,1
Ss Serving 6,7.0,41.93,7.0,41.93,1
Ramdev Jowar flour 4Lb,7.0,41.93,7.0,41.93,1
Roasted Rava 4Lb,7.0,41.93,7.0,41.93,1
Aara Jaggery 14Oz,7.0,41.93,7.0,41.93,1
Tetley Elaichi Tea Bags (72)Ct,7.0,41.93,7.0,41.93,1
Deep Udad Flour 2 Lb,7.0,41.93,7.0,41.93,1
Town Bus Madras Mixture,7.0,41.93,7.0,41.93,1
GRB Ghee Pineapple Halwa 400g,7.0,41.93,7.0,41.93,1
Nilamels Jaggery Powder 1Kg,7.0,41.93,7.0,41.93,1
premier pooja oil 500ml,12.0,41.88,12.0,41.88,1
Aara Fennel Seeds 200G,12.0,41.88,12.0,41.88,1
Deep Ginger Garlic Paste 10Oz,12.0,41.88,12.0,41.88,1
Brass Deepam(Br),14.0,41.86,14.0,41.86,1
Deep Channa Dal 2LB,14.0,41.86,14.0,41.86,1
Kawan Plain Paratha 5 Pc,14.0,41.86,14.0,41.86,1
Karachi Bakery Fruit Rusk 250G,14.0,41.86,14.0,41.86,1
Deep Urad Dal 2LB,14.0,41.86,14.0,41.86,1
Aara Peanuts 400G,14.0,41.86,14.0,41.86,1
Vadilal Parata Malabar 5pcs,14.0,41.86,14.0,41.86,1
Vadilal Surti Papdi Lilva 11Oz,14.0,41.86,14.0,41.86,1
GH FOXTAIL MILLET 200GM,14.0,41.86,14.0,41.86,1
Mtr Vangi Bhath Powder(100G),14.0,41.86,14.0,41.86,1
Vadilal Shredded Coconut 11 Oz,14.0,41.86,14.0,41.86,1
Laxmi Ginger Powder(200G),14.0,41.86,14.0,41.86,1
NAMAI FRESH GUAVA JUICE 330ml,21.0,41.79,21.0,41.79,1
Priya Curry Leaf Powder 100G,21.0,41.79,21.0,41.79,1
Carrots 2Lb,21.0,41.79,21.0,41.79,1
Everest Tandoori Chicken Masala 100gm,21.0,41.79,21.0,41.79,1
Dettol /125Ml,21.0,41.79,21.0,41.79,1
Dettol orginal 75g,21.0,41.79,21.0,41.79,1
Britannia Treat Strawberry,42.0,41.58,42.0,41.58,1
Top Ramen Fiery Chilli 280Gm,16.0,41.44,16.0,41.44,1
Meharbon Juice 3Lt,7.0,40.93,7.0,40.93,1
Dabur Orange Juice 1lt,14.0,40.86,14.0,40.86,1
White Pot 5 Lb Bag,9.0,40.41,9.0,40.41,1
Cycle Pure Puja Oil Tulsi 500M,9.0,40.41,9.0,40.41,1
Laxmi Takmaria 100Gm,20.0,40.3,20.0,40.3,1
Laxmi Sella Pboiled Basma 10Lb,2.0,39.98,2.0,39.98,1
ORGANICTATTVA T BASMATI RICE,2.0,39.98,2.0,39.98,1
Dosa Tava Large 3mm,2.0,39.98,2.0,39.98,1
BRAR'S MILK CAKE 350G,4.0,39.96,4.0,39.96,1
24M Mustard Oil 1Ltr,4.0,39.96,4.0,39.96,1
Nanak Mango Rasmalai 850Gm,4.0,39.96,4.0,39.96,1
GAZAB CHIA SEEDS 800G,4.0,39.96,4.0,39.96,1
Vadilal Malai Paneer 16 Oz,4.0,39.96,4.0,39.96,1
Ganesh 4 inch,4.0,39.96,4.0,39.96,1
Deep Dry Appricot 14oz,5.0,39.95,5.0,39.95,1
Navarattan ladoo 1 kg,5.0,39.95,5.0,39.95,1
Hem Aradhana Pura Ghee Diya,5.0,39.95,5.0,39.95,1
Kawan Chapatti Value Pack 2Kg,5.0,39.95,5.0,39.95,1
Ara Cloves Whole,5.0,39.95,5.0,39.95,1
Aara Garam Masala Whole,5.0,39.95,5.0,39.95,1
Telugu Jaggery Cubes Light 2LB,8.0,39.92,8.0,39.92,1
Kabab Chini 100Gm,8.0,39.92,8.0,39.92,1
Moov Spray 50Gm,8.0,39.92,8.0,39.92,1
Deep Gobi Paratha 4Pcs,8.0,39.92,8.0,39.92,1
Ss Wire Jara,8.0,39.92,8.0,39.92,1
Bansi Corn Murmura 340G,8.0,39.92,8.0,39.92,1
Karachi Bakery Oatmeal Atta 400G,8.0,39.92,8.0,39.92,1
Byadgi Red Chili Powder 200G,8.0,39.92,8.0,39.92,1
Reddy's Ragi Flour 2LB,8.0,39.92,8.0,39.92,1
Telugu Dalia Split 800gm,8.0,39.92,8.0,39.92,1
Aachi Ragi Flour 1kg,8.0,39.92,8.0,39.92,1
TELUGU PULAO RICE 2LB,8.0,39.92,8.0,39.92,1
Lx Black Big Cardamom 100Gm,8.0,39.92,8.0,39.92,1
Laxmi Thin Poha 800Gm,10.0,39.9,10.0,39.9,1
plastic broom,10.0,39.9,10.0,39.9,1
Hem Levender,10.0,39.9,10.0,39.9,1
Laxmi Split Moong Dal(2 Lbs),10.0,39.9,10.0,39.9,1
calcatta pan 200g,10.0,39.9,10.0,39.9,1
Vadilal Chikoo Slices 11Oz/312g,10.0,39.9,10.0,39.9,1
Deep Whole Wheat Naan 400Gm,10.0,39.9,10.0,39.9,1
Deep Byadgi Whl Red Chili 7Oz,10.0,39.9,10.0,39.9,1
Dd Methi 8Pcs,10.0,39.9,10.0,39.9,1
Delicious Delight multi grain rusk 400g,10.0,39.9,10.0,39.9,1
Manna Health Mix,10.0,39.9,10.0,39.9,1
Parachute Coconut Oil 444Ml,10.0,39.9,10.0,39.9,1
Deep Jaggery Square 2Lb,10.0,39.9,10.0,39.9,1
Britannia Nice Time Coco 480Gm,10.0,39.9,10.0,39.9,1
Hem Flowers Incense,10.0,39.9,10.0,39.9,1
Pran Mustard Oil 500 Ml,10.0,39.9,10.0,39.9,1
Dabur Herbal Neem Toothpa 200M,10.0,39.9,10.0,39.9,1
Reddy's channa dal 2LB,10.0,39.9,10.0,39.9,1
Reddy's Sooji bombay rava 2LB,10.0,39.9,10.0,39.9,1
Laxmi Flaxseeds 400G,10.0,39.9,10.0,39.9,1
Laxmi Mint Chutney 9Fl Oz,10.0,39.9,10.0,39.9,1
AMUL MILK SHAKE,20.0,39.8,20.0,39.8,1
Maaza Guava Juice 330Ml,20.0,39.8,20.0,39.8,1
Laxmi Red Poha 400G,20.0,39.8,20.0,39.8,1
Lijjat Jeera Papad 200Gm,20.0,39.8,20.0,39.8,1
Gazab Pipe Cut 400g,20.0,39.8,20.0,39.8,1
Sdp Moringa Millet Noodle,20.0,39.8,20.0,39.8,1
Priya Garam Masala 100G,20.0,39.8,20.0,39.8,1
RAM SABUDANA 400G,20.0,39.8,20.0,39.8,1
Britannia Treat Cool Vanilla 1,40.0,39.6,40.0,39.6,1
Laxmi Peanut Oil 2Liter,3.0,38.97,3.0,38.97,1
kent mangos,3.0,38.97,3.0,38.97,1
VICCO TURMERIC FACE WASH 150G,8.0,38.92,8.0,38.92,1
Gazab Fenugreek Seeds 400G,13.0,38.87,13.0,38.87,1
Laxmi Ginger Paste(8Oz),13.0,38.87,13.0,38.87,1
Laxmi Lacha Paratha 400G,13.0,38.87,13.0,38.87,1
Laxmi Kala Jeera 100G,13.0,38.87,13.0,38.87,1
Tata Salt 650Gm,13.0,38.87,13.0,38.87,1
Swagat Peanut Chikki 200g,13.0,38.87,13.0,38.87,1
Swagat Mahabaleshwari Chana 400g,13.0,38.87,13.0,38.87,1
Janaki Ompadi 198g,13.0,38.87,13.0,38.87,1
Colgate Tooth Pwd 100g,13.0,38.87,13.0,38.87,1
Deep Diced Green Mango 340G,13.0,38.87,13.0,38.87,1
Narasu coffee 200g,13.0,38.87,13.0,38.87,1
Dabur Alphonso Mango 1L,13.0,38.87,13.0,38.87,1
Top Ramen Masala 240G,13.0,38.87,13.0,38.87,1
Fresh Kara Boondi 170g,13.0,38.87,13.0,38.87,1
Deep Fennel Seeds 200G,13.0,38.87,13.0,38.87,1
Kitchen Xpress Valor Lilva 312g,13.0,38.87,13.0,38.87,1
Idhayam Garlic Murukku 340Gm,13.0,38.87,13.0,38.87,1
Fresh Karapusa 170g,13.0,38.87,13.0,38.87,1
Britannia Cake Rusk 550G,9.0,38.61,9.0,38.61,1
Britannia Nutri Choice Orange,39.0,38.61,39.0,38.61,1
Tamicon Pani Puri Instant past,11.0,38.39,11.0,38.39,1
Laxmi MUKHWAS GREEN 200G,21.0,38.39,21.0,38.39,1
