product,barcode,order,product_quantity,total_price,average_sales_price,average_cost_price,margin
Dabur Herbal Neem Toothpa 200M,8901207018381,10,10.0,39.9,3.99,2.25,17.4
Vatika Mustard 300Ml,5022496018739,1,1.0,6.99,6.99,0.0,6.99
Dabur Meswak Toothpaste 200Gm,8901207018268,32,44.0,148.56,3.45875,1.9352272727272728,63.41
vicco turmeric 80g,8901288030890,4,4.0,19.96,4.99,2.7,9.16
Himalaya Neem Mask 150Ml,605069500494,3,3.0,17.97,5.99,2.733333333333333,9.77
Pears Yellow 125G,856097008579,22,36.0,89.64,2.49,1.5,35.64
Pia Amla Powser 100G,198168870075,4,4.0,23.96,5.99,3.0,11.96
Vicco Herbal Vajradanti(200G),8901288012094,9,9.0,35.91,3.99,1.9799999999999995,18.09
Pears Blue,856097008586,24,35.0,87.15,2.49,1.5000000000000002,34.65
PIA HENNA HAIR COLOR,198715736007,1,1.0,8.99,8.99,0.0,8.99
PIA HENNA HAIR BROWN,198715883466,1,1.0,8.99,8.99,0.0,8.99
Himalaya Under Eye Cream,605069500777,2,2.0,17.98,8.99,3.33,11.32
Himalaya Mud Mask 150Ml,605069500524,5,5.0,29.95,5.99,3.232,13.79
PIA BEAUTY HERBAL,198168484593,2,2.0,19.98,9.99,3.5,12.98
Sensodyne Fresh Mint 150g,8901571005659,9,9.0,53.91,5.99,4.0,17.91
Pia Herbal Hair Color,197644478491,1,1.0,10.99,10.99,0.0,10.99
Reshma Saffron Mint,856137007210,5,5.0,34.95,6.99,2.0800000000000005,24.55
Vicco Aloe Skin Cream,8901288080802,4,5.0,24.95,4.99,1.8959999999999997,15.47
Patanjali Dant Kanti,8904109450327,19,24.0,95.76,3.99,2.0000000000000004,47.76
Vicco Face Wash,8901288541501,5,6.0,29.94,4.99,1.9000000000000004,18.54
VICCO TURMERIC FACE WASH 150G,8901288261508,7,8.0,38.92,4.847142857142857,2.0625,22.42
Vatika Hibiscus 300Ml,5022496018791,6,6.0,41.94,6.99,3.5833333333333326,20.44
Colgate Total Paste 120gm,8901314310057,9,11.0,52.9,4.768888888888889,2.8636363636363638,21.4
Vatika Red Onions 300Ml,5022496018760,3,4.0,27.96,6.99,2.1500000000000004,19.36
Vatika Egg Protein 300Ml,5022496019514,3,4.0,27.96,6.99,2.1500000000000004,19.36
Vatika Henna Rich Black,5022496010160,10,13.0,51.87,3.99,2.3538461538461535,21.27
PIA HENNA BLACK COLOR,198715406955,8,9.0,80.91,8.99,5.777777777777778,28.91
Pia Beauty Rosemary-Biotin Shampoo 240ml,198715489132,4,4.0,47.96,11.99,6.0,23.96
Himalaya Oil Clear Lemon,605069500463,11,12.0,71.88,5.99,3.1166666666666667,34.48
SUNNIPINDI 250GM,2313513515,19,19.0,113.81,5.99,0.0,113.81
Himalaya Aloe Vera Face Wash,605069500807,14,13.0,77.87,5.99,3.147692307692308,36.95
Mysore Sandal Soap 125G,8901287100211,15,23.0,57.27,2.49,1.282608695652174,27.77
Dabur Red Toothpaste 200ml,8901207802850,51,63.0,249.38,3.950980392156863,2.3063492063492066,104.08
Mysore Sandal Soap 150G,8901287100419,21,37.0,109.63,2.942380952380952,1.4999999999999998,54.13
     Ready-to-Eat & Instant Foods / Ready To Eat,,588,671.0,4301.79,6.591129032258064,4.414903129657228,1339.39
Uttapam 30 Oz,001521355518,3,3.0,16.47,5.49,3.7999999999999994,5.07
Fleischmanns Instant Yiest 21g,040100009282,3,3.0,8.97,2.99,1.8800000000000001,3.33
Mtr Rte Rajma Chawal - 300Gm,840965001250,3,6.0,13.74,2.29,1.7,3.54
Mtr Rte Alu Methi - 300Gm,840965001533,1,2.0,4.58,2.29,1.4,1.78
Sabudana Tikki,8904063259240,2,3.0,11.97,3.99,2.74,3.75
Mtr Vegetable Upma Cup 80G,840965003759,2,2.0,3.98,1.99,1.25,1.48
Mtr Rte Paneer Makhni 300Gm,840965000741,1,1.0,2.49,2.49,1.7000000000000002,0.79
Mtr Rte Shahi Paneer -300Gm,840965001519,1,1.0,2.49,2.49,1.7000000000000002,0.79
Mtr Magic Masala Upma 80G,840965003766,10,17.0,33.83,1.99,1.3699999999999999,10.54
DEWAN TEA RUSK RAISINS 200G,842225090073,1,1.0,3.49,3.49,2.2300000000000004,1.26
Mtr Khatta Meetha Poha 80G,840965003728,1,2.0,3.98,1.99,1.25,1.48
Sri Ganesh Adai Dosa Batter,001524444462,13,14.0,83.86,5.99,4.0,27.86
Dosa Batter Zanlyn 25Oz,009265965529,2,2.0,9.98,4.99,3.5,2.98
Mtr Rte Sambhar-300Gm,840965001403,3,5.0,12.45,2.49,1.7,3.95
Organic Idly Batter,001526666619,25,26.0,129.74,4.99,4.500000000000001,12.74
Mrs Baird's Honey Wheat Bread,070870000356,3,3.0,11.97,3.99,2.84,3.45
SG Quinoa batter 850G,001525555518,9,9.0,53.91,5.99,4.0,17.91
INSTANT YEAST,776476743177,3,3.0,17.97,5.99,3.6599999999999997,6.99
Sri Ganesh Ragi Dosa Batter,001524444479,12,12.0,59.88,4.99,3.3000000000000003,20.28
Swagat Panipuri,643864917123,21,27.0,53.73,1.99,1.2,21.33
ULVACHARU,UC,8,14.0,83.86,5.99,5.0,13.86
Mtr Rte Paneertikkamasala-300G,840965002073,5,9.0,26.91,2.99,1.7000000000000002,11.61
Swagat Soya Wadi 200G,643864826326,45,45.0,89.55,1.99,1.0,44.55
Sri Ganesh Idli Batter 30Oz,001524444455,43,44.0,219.56,4.99,3.5,65.56
AARA PHOOL NAKHANA 100G,852984006031,9,11.0,54.89,4.99,2.0,32.89
Idly Dosa Batter 30 Oz,001527777796,18,20.0,99.8,4.99,2.9899999999999998,40.0
Millet Dosa (850G),001526777711,25,27.0,188.73,6.99,3.9999999999999996,80.73
Sri Ganesh Org Dosa Batter,001526666664,25,26.0,171.34,6.59,4.5,54.34
Sri Ganesh Idly Batter 1700G,001524444103,40,38.0,303.62,7.99,6.5,56.62
Sri Ganesh Idly Batter,001526888820,13,13.0,246.87,18.99,13.67,69.16
MEDJOOL DATES 4.4 LB,723246289489,9,9.0,233.91,25.99,20.0,53.91
Sandwich Bread,sb,55,59.0,353.41,5.99,3.99,118.0
Dd Idli Batter,di,9,9.0,80.91,8.99,3.0,53.91
Sri Ganesh Dosa Batter 850G,001524444448,70,73.0,364.27,4.99,3.5,108.77
Dosa Batter 3548 Ml,001526888813,15,15.0,284.85,18.99,12.000000000000002,104.85
Sri Ganesh Dosa Batter 1700G,001524444493,89,92.0,735.08,7.99,6.5,137.08
Dd Dosa Batter Fresh,db,23,25.0,224.75,8.99,3.3,142.25
     Dairy Products / Ghee,,382,399.0,5472.01,13.72857868020305,9.55468671679198,1659.69
Bnasi ghee,011433165143,1,1.0,12.99,12.99,0.0,12.99
Grb Cow Ghee 830Ml,8906010360092,16,16.0,239.84,14.99,11.58,54.56
Grb cow Ghee 500Ml,8906010360115,67,65.0,637.35,9.81089552238806,6.981538461538462,183.55
Grb Puree Ghee(830Ml),8906010363611,12,12.0,227.88,18.99,13.329999999999998,67.92
Grb Pure Buffalo Ghee 1660Ml,8906010364120,6,6.0,173.94,28.99,21.3,46.14
Deep Cow Ghee 15Oz,011433110020,6,6.0,65.94,10.99,7.6499999999999995,20.04
Amul Ghee 1Lt (905G),8901262030151,21,22.0,351.78,15.99,11.33,102.52
BANSI PURE COW GHEE 15 OZ,011433165150,9,9.0,71.91,7.99,5.25,24.66
Swetha Buffolo Ghee(820G),8906081387073,1,2.0,35.98,17.99,11.799999999999997,12.38
Swetha Cow Ghee 820Gms,8906081387479,10,10.0,179.9,17.99,11.8,61.9
amul pur ghee 1kg,656846560965,14,14.0,223.86,15.99,12.0,55.86
Deep Cow Ghee 8Oz,011433112864,18,19.0,132.81,6.99,4.310526315789474,50.91
Amul Pure Cow Ghee 452G,8901262030403,21,21.0,167.79,7.99,5.659999999999999,48.93
Gazab Cow Ghee 28 Oz,810070983277,7,7.0,111.93,15.99,9.428571428571429,45.93
Lx Butter Ghee 8Oz,723246102207,33,35.0,253.65,7.262727272727273,5.377714285714286,65.43
Amul Cow Ghee/ 1Lt,8901262030243,7,7.0,111.93,15.99,11.33,32.62
Deep Cow Ghee 32Oz,011433100083,15,15.0,359.85,23.99,16.750000000000004,108.6
Amul Cow Ghee,8901262030694,16,17.0,271.83,15.99,11.329999999999998,79.22
Laxmi Butter Ghee 56Oz/3.5Lb,723246286174,13,15.0,463.85,31.06692307692308,21.814000000000004,136.64
Grb Pure Ghee 1600Ml,8906010361143,17,15.0,406.85,27.34294117647059,21.718000000000004,81.08
Laxmi Ghee 800G/28Oz,723246290188,11,11.0,192.89,17.53545454545455,11.59090909090909,65.39
Amul Pure Ghee 454G,8522580051125,24,24.0,191.76,7.99,4.312499999999999,88.26
Laxmi Ghee 14Oz,723246286198,21,22.0,225.78,10.27571428571428,6.859090909090909,74.88
Grb Cow Ghee 200Ml,8906010360085,20,20.0,119.8,5.99,2.622,67.36
Nanak Desi Ghee 1.6 Kg,797677300303,8,8.0,239.92,29.99,21.0,71.92
     Cooking Essentials & Oils / COCO / JAGGERY,,959,1242.0,4885.17,4.116453578336557,2.454943639291465,1836.13
Deep Jaggery Square 500G,011433115612,8,8.0,15.92,1.99,1.4,4.72
Deep Jaggery Square 2Lb,011433115629,10,10.0,39.9,3.99,2.6,13.9
Udupi Kara Boondi 340 Gm,011433153904,9,10.0,34.9,3.49,2.5,9.9
Swagat Jaggery Bottle 400g,643864811933,32,35.0,104.65,2.99,1.4500000000000002,53.9
laxmi desi jaggery 11lb,723246265476,1,1.0,12.99,12.99,8.5,4.49
Laxmi Punjab Gud 2lb,723246287157,3,4.0,19.96,4.99,3.0,7.96
Telugu Jaggery Balls 2LB,810193640514,10,12.0,59.88,4.99,3.19,21.6
Telugu Jaggery Cubes Light 2LB,810193640521,7,8.0,39.92,4.99,3.3000000000000003,13.52
Swetha Jaggery Powder 2LB,810193640538,15,16.0,79.84,4.99,3.6000000000000005,22.24
Aara Desi Bura Sugar 4Lbs,850027824925,1,1.0,5.99,5.99,4.0,1.99
Aara coconut Medium 7oz,851341006592,7,7.0,20.93,2.99,1.75,8.68
Aara Kolhapuri Jaggery 1Kg,851341006844,2,2.0,7.98,3.99,2.5,2.98
Aara Jaggery 14Oz,859800005254,6,7.0,41.93,5.99,4.1499999999999995,12.88
Swagat Kolhapuri Jarrey 4.4LB,880077006613,3,4.0,27.96,6.99,0.0,27.96
Jaggery swagat,880077006637,12,20.0,49.8,2.49,0.0,49.8
Swagat Jaggery 1.1lb,880077006675,17,19.0,47.5,2.499,0.0,47.5
ORGANIC TATTVA JAGGERY POWDER 2LB,8906055445624,7,7.0,34.93,4.99,3.3000000000000003,11.83
Gazab Kolhapuri Jaggery 2Lb,8906085275109,1,1.0,4.99,4.99,2.5,2.49
Gazab Kolapuri Jaggery 1Lb,8906085275208,1,1.0,2.49,2.49,1.5000000000000002,0.99
TELUGU KALANDAM 400GM,8906142014054,2,2.0,7.98,3.99,2.6000000000000005,2.78
heritage sugar cubes 200g,841970034660,4,4.0,7.96,1.99,1.25,2.96
Gazab Rock Sugar 400g,864951001437,3,3.0,8.97,2.99,2.0,2.97
Deep Jaggery Ball 2Lb,011433153041,6,6.0,23.94,3.99,2.7000000000000006,7.74
Laxmi Punjab Shakkar 2lb,723246287140,7,7.0,27.93,3.99,2.6999999999999997,9.03
Deep Coconut Pwd 14Oz,011433152693,13,13.0,58.87,4.528461538461539,3.2961538461538455,16.02
Great Value 14Oz,078742433844,17,26.0,103.74,3.99,2.33,43.16
Adani Coconut Powder 200Gms,8904147407680,1,1.0,2.99,2.99,1.2000000000000002,1.79
Coco India Cream 400Ml,8901088752602,5,5.0,12.45,2.49,1.4499999999999997,5.2
Aara Brown Cane Sugar 800G,852984006680,2,2.0,7.98,3.99,2.8000000000000003,2.38
Aara Brown Cane Sugar 1.56Kg,852984006697,1,1.0,7.99,7.99,5.6,2.39
Laxmi Jaggery (Gud) 800Gm,723246287157,2,2.0,7.98,3.99,2.7,2.58
indravati coco shred 800g,804589153153,3,3.0,20.97,6.99,5.599999999999999,4.17
TELUGU KALKANDAM 200G,8906081383952,12,10.0,19.9,1.99,1.4,5.9
Aara Coconut Powder 400G,851341006561,6,6.0,20.94,3.49,2.4000000000000004,6.54
Deep Coconut Cream 14 Oz,011433155557,11,14.0,32.06,2.29,1.6,9.66
Laxmi Punjab Masala Gudi 2lb,723246287164,10,13.0,51.87,3.99,2.6999999999999997,16.77
GZ KOLHAPURI 500G,841970020564,6,4.0,11.96,2.99,2.0,3.96
APNA DESI SUGAR 4LB,892120906115,4,4.0,31.96,7.99,5.83,8.64
Granulated Sugar Great Value4lb,078742228037,29,30.0,119.7,3.99,2.95,31.2
Coconut Sugar(500G),8904083524878,1,1.0,11.99,11.99,6.5,5.49
ram sugar 2lb,8902188384205,29,30.0,89.7,2.99,2.07,27.6
Deep Jaggery Coconutpdr(1Lb),011433164030,2,2.0,15.98,7.99,5.15,5.68
Aroy - D Coconut Milk 400Ml,016229001711,35,46.0,122.24,2.655714285714286,1.5,53.24
Aara Coconut Powder,851341006578,8,8.0,31.92,3.99,2.4000000000000004,12.72
Imperial Sugar 4 Lb,072100242000,23,24.0,95.76,3.99,3.18,19.44
Laxmi Jaggery Balls 2Lb,723246285634,8,8.0,31.92,3.99,3.04,7.6
Gazab Sugar 4 Lb,864951101755,11,11.0,76.89,6.99,4.3,29.59
Jiyas Indian Sugar 4Lb,8939112197280,3,3.0,20.97,6.99,4.3,8.07
Laxmi Coconut Flakes 400G,723246200774,32,32.0,159.68,4.99,3.6421875000000004,43.13
Laxmi Coconut Powder Fine 400G,723246268552,21,21.0,83.79,3.99,2.9200000000000004,22.47
Ramdev Sugar 4LB,8902188384212,23,23.0,114.77,4.99,3.6999999999999997,29.67
GB KOLHAPURI MINI 1KG,841970020571,6,6.0,35.94,5.99,3.75,13.44
Nilamels Jaggery Powder 1Kg,8904051200278,7,7.0,41.93,5.99,3.8999999999999995,14.63
Telugu Jaggery Powder 2lb,8906081387950,8,9.0,44.91,4.99,3.0999999999999996,17.01
Laxmi Desi Jaggery 4.4Lb,723246265469,6,6.0,41.94,6.99,4.1,17.34
GAZAB JAGGERY 2.2 L B,841970017083,12,12.0,47.88,3.99,2.75,14.88
Swagat Coco Slice/200Gm,643864924428,34,45.0,133.55,2.960588235294118,2.0000000000000004,43.55
Laxmi Jaggery (Gud) 2Kg,723246211497,6,6.0,41.94,6.99,3.8299999999999996,18.96
Gazab KHOLAPURI JAGGERY 2KG,841970017090,23,23.0,160.77,6.99,5.0,45.77
Gazab Kolhapuri Jaggery 500g,841970017076,17,20.0,59.8,2.99,1.9,21.8
Jaggery Powder 2Lb,804589151005,4,4.0,23.96,5.99,0.0,23.96
Udupi Jaggery Powder 1Lb,011433152686,39,39.0,116.61,2.99,1.95,40.56
Laxmi Jaggery Cubes 2Lb,723246285658,18,22.0,87.78,3.99,2.75,27.28
Deep Jaggery Ball 1Lb,011433153058,21,30.0,89.7,2.99,1.5,44.7
Laxmi Coconut Powder Med 800Gm,723246200842,35,36.0,283.64,7.875714285714285,4.8999999999999995,107.24
Telugu Sugar 4Lb,8906081383112,41,43.0,300.57,6.99,4.62,101.91
Super Tower Gulkand(800Gms),8906008135558,16,17.0,84.83,4.99,2.25,46.58
Lx Jaggery Powder 2Lb,011433160025,29,30.0,179.7,5.99,3.5999999999999996,71.7
Telugu India Sugar 2lb,8906081383105,80,79.0,275.71,3.49,2.2620253164556963,97.01
Chaokoh Coconut Milk 400Ml,044738018432,80,131.0,391.69,2.99,1.6600000000000001,174.23
Swagat Half Coconut 200G,643864924329,60,139.0,346.11,2.49,1.6000000000000003,123.71
     Ready-to-Eat & Instant Foods / Noodles & Maggies,,1079,1820.0,5468.22,3.310277980980249,1.7459120879120882,2290.66
Green Harvest Barnyard Millet 200G,616430737654,17,20.0,59.8,2.99,3.0799999999999996,-1.8
GH MULTI MILLET 200GM,616430737579,12,12.0,35.88,2.99,3.08,-1.08
GH FOXTAIL MILLET 200GM,616430737678,13,14.0,41.86,2.99,3.0799999999999996,-1.26
Green Harvest Little MIllet 200G,616430737692,9,11.0,32.89,2.99,3.08,-0.99
GM KODO MILLET ROTINI PASTA,616430737104,13,16.0,47.84,2.99,3.08,-1.44
GH kodo millet 200gm,616430737685,14,16.0,48.34,3.025714285714286,3.08,-0.94
Green Harvest Foxtail Millet 200G,616430737067,8,9.0,26.91,2.99,3.08,-0.81
Green Harvest Multi Millet 200G,616430737531,7,8.0,23.92,2.99,3.0,-0.08
soak veg hakka noodles(560),28901595853407,1,1.0,3.99,3.99,2.7,1.29
Fm Red Foot Ball 4lb,8517340032209,1,1.0,3.99,3.99,2.0,1.99
Ying Yaang Hakka Noodles,870351009904,6,10.0,29.9,2.99,1.1199999999999999,18.7
Maggi Oats Millet 298g,8901058005028,19,23.0,91.77,3.99,1.9999999999999998,45.77
maggie veg atta 72.5 g,8901058009729,28,77.0,76.23,0.99,0.0,76.23
Maggi 2 Minutes Noodles 70g,8901058017687,64,216.0,213.84,0.99,0.49,108.0
Maggi Veg Masala Noodles 290g,8901058022872,17,22.0,85.79,3.872941176470588,3.0,19.79
Ching's Chowmein 140G,8901595853908,1,1.0,1.99,1.99,0.8999999999999999,1.09
Balaji Gippi Masala Noodles 280g,8906010504717,8,8.0,31.92,3.99,2.49,12.0
Green Harvest Little millet pasta 200g,616430737111,13,14.0,42.36,3.028461538461539,3.0799999999999996,-0.76
Gujjuben Mango,6298044105100,1,1.0,1.99,1.99,1.4,0.59
SDP MAPPILLAI SAMBA RICE NOODLES,810123948376,7,7.0,13.93,1.99,1.09,6.3
SDP HAND POUND RICE NOODLES,810123948383,11,17.0,33.83,1.99,1.0899999999999999,15.3
Sdp Barnyard Millet Pasta,850026857337,1,1.0,2.99,2.99,1.7900000000000003,1.2
Maggie Veg Atta 72.5G,8901058009705,1,2.0,5.98,2.99,2.25,1.48
Wai Wai Rice Noodels,8850100207029,2,2.0,7.98,3.99,2.3500000000000005,3.28
Priya Vermicelli Roasted 400Gm,785018156306,4,4.0,11.96,2.99,1.3100000000000003,6.72
Waiwai Chicken Pizza 75g,8906013030831,4,11.0,7.59,0.69,0.35,3.74
Sdp Foxtail Millet Noodles,850026857139,16,24.0,47.76,1.99,0.9999999999999999,23.76
Sdp Mixed Millet Noddles,850026857177,10,12.0,23.88,1.99,0.9999999999999999,11.88
Sdpmart Proso Millet Noodles,850026857191,19,28.0,55.72,1.99,1.0,27.72
Mixed Millet Pasta 180G,850026857290,2,2.0,3.98,1.99,1.0,1.98
Sdp Kodo Millet Pasta,850026857313,2,2.0,3.98,1.99,1.0,1.98
Sdp Foxtail Millet Pasta,850026857344,2,2.0,3.98,1.99,1.0,1.98
MARIO TEZ TADKA 500G,8904300203296,2,2.0,5.98,2.99,2.0,1.98
BAMBINO ROAST VERMICELLI,8901242107613,4,4.0,15.96,3.99,2.0,7.96
BAMBINO VERMICELLI 600G,8901242114512,5,5.0,19.95,3.99,2.0,9.95
GH BARNYARD PASTA 200G,616430737050,12,13.0,45.37,3.49,3.08,5.33
Sdp Samba Pasta,850026857238,2,3.0,5.97,1.99,1.0999999999999999,2.67
SDP BLACK KAVUNI RICE NOODLES,810123948345,5,5.0,9.95,1.99,1.0899999999999999,4.5
Sdp Little Millet Pasta,850026857306,6,6.0,11.94,1.99,0.9999999999999999,5.94
Sdp Ragi Millet Pasta,850026857320,9,13.0,25.87,1.99,1.0000000000000002,12.87
Munakka 100G,864951001192,7,8.0,31.92,3.99,2.5,11.92
Bambino Plain Vermicelli 1Kg,8901242101512,1,2.0,6.98,3.49,2.0,2.98
Sdp Mart Red Rice Pasta,850026857245,12,13.0,25.87,1.99,1.2000000000000002,10.27
Sdp Red Rice Noodles,850026857214,15,16.0,31.84,1.99,1.0,15.84
Sdp Mart Jowar Pasta 180G,850026857276,12,18.0,35.82,1.99,1.0,17.82
Top Ramen Masala 240G,8901014000364,13,13.0,38.87,2.99,0.9999999999999998,25.87
Ching's Hakka Egg Noodles 150G,8901595851225,5,11.0,19.9,1.658333333333333,0.8999999999999999,10.0
Sdp Pearl Millet Pasta,850026857269,5,5.0,9.95,1.99,1.1099999999999999,4.4
Priya Vermicelli 1Kg,785018156238,12,13.0,51.87,3.99,2.5,19.37
Priya Vermicelli 400Gm,785018156252,13,14.0,34.86,2.49,1.27,17.08
Sdp Mart Pearl Millet Noodles175g,850026857207,20,23.0,45.77,1.99,1.0000000000000002,22.77
Chings Singapore Noodles 300Gm,8901595963416,17,22.0,43.78,1.99,1.0,21.78
Ahmed Pheni Vermiceli,654561017122,28,37.0,73.63,1.99,0.9899999999999999,37.0
Sdp Barnyard Millet Noodles,850026857115,17,23.0,45.77,1.99,1.0000000000000002,22.77
Sdp Moringa Millet Noodle,850026857184,16,20.0,39.8,1.99,0.9999999999999998,19.8
Top Ramen Fiery Chilli 280Gm,8901014002412,14,16.0,41.44,2.59,1.4,19.04
Sdp Jowar Millet Noodles,850026857146,19,22.0,43.78,1.99,1.0,21.78
Sdp Mart Moringa Millet Pasta,850026857283,13,18.0,35.82,1.99,1.0,17.82
Sdp Ragi Millet Noodles,850026857122,22,24.0,47.76,1.99,0.9899999999999999,24.0
Top Ramen Masala Noodles,8901014002054,12,15.0,59.85,3.99,2.5,22.35
Top Ramen Curry280G,8901014003181,26,35.0,104.65,2.99,1.6000000000000003,48.65
Mtr Vermicelli 950Gm,840965002462,13,13.0,64.87,4.99,3.3000000000000003,21.97
Bambino Vermicelli 350Gm,8901242101611,29,31.0,76.19,2.45551724137931,1.6080645161290321,26.34
Bambino Roasted Vermicelli 350,8901242107415,36,41.0,102.59,2.503888888888889,1.3551219512195123,47.03
Sdp Samba Wheat Noodles 180G,850026857221,16,24.0,47.76,1.99,0.9999999999999999,23.76
MARIO MASALA NOODLES 700G,8904300202824,10,15.0,44.85,2.99,2.0,14.85
Ching's Hakka Veg Noodle 150Gm,8901595851218,20,38.0,75.62,1.99,0.9,41.42
Top Ramen Atta Noodles,8901014011124,18,19.0,56.41,2.967777777777778,1.4999999999999998,27.91
Mtr Roasted Vermicelli 950Gm,840965002806,10,10.0,49.9,4.99,3.3,16.9
Sdpkodo Millet Noodles,850026857153,18,24.0,47.76,1.99,0.9999999999999999,23.76
Sdp Little Millet Noodles,850026857160,16,24.0,47.76,1.99,0.9999999999999999,23.76
Top Ramen Masala 480 Gms,8901014002061,15,15.0,74.85,4.99,2.6199999999999997,35.55
Priya Vermicelli Roasted 1Kg,785018156283,26,26.0,129.74,4.99,2.93,53.56
Bambino Vermiceli 800g,8901242101512,24,29.0,115.71,3.99,2.3,49.01
Inchins Bamboo Noodles 400G,728028300246,23,29.0,115.71,3.99,2.5,43.21
Ching's Veg Hakka Noodle 600G,8901595853403,37,54.0,269.46,4.99,2.4999999999999996,134.46
Bambino Vermicelli Roast 800Gm,8901242107514,48,50.0,192.0,3.844166666666667,2.427,70.65
Maggi Masala Noodles 560G,028000943516,330,365.0,1821.35,4.99,2.8299999999999996,788.4
     Frozen Items / Frozen Naan & Roti,,760,1193.0,6654.68,5.800590200445434,3.352556580050294,2655.08
Mirch Masala Whole Roti 30Pcs,011433134477,3,3.0,32.97,10.99,7.3,11.07
Deep Tandoori Roti 5Pc,011433150132,1,2.0,7.98,3.99,2.4000000000000004,3.18
Deep Bhatura 5Pc-12Oz,011433150286,2,4.0,11.96,2.99,1.9000000000000001,4.36
Deep Cheese Spinach Naan 2Ct,011433150866,1,1.0,2.99,2.99,2.1,0.89
Deep Aloo Paratha 16pc,011433162661,7,7.0,76.93,10.99,6.550000000000002,31.08
Daily Delight Wheat Porotta 1Lbs,664648220017,6,7.0,27.93,3.99,2.15,12.88
Daily delight Malabar Porotta Family 2LB,664648220703,14,16.0,111.84,6.99,4.140000000000001,45.6
Laxmi Homestyle Paratha 15pcs,723246287850,3,3.0,20.97,6.99,5.0,5.97
Sujata Microwavable Roti 12P,871950001122,11,11.0,32.89,2.99,1.0,21.89
Vadilal Panner Tikka Kathi roll 200gm,8901777133064,2,3.0,8.97,2.99,2.0300000000000002,2.88
Vadilal Tamdoori Kathi roll 200g,8901777134061,2,2.0,5.98,2.99,2.0300000000000002,1.92
Vadilal Whole W Phulka Roti 250g,8901777164075,4,4.0,11.96,2.99,2.2,3.16
Vadilal Tandoori Naan 1.28kg,8901777411629,7,7.0,62.93,8.99,6.7,16.03
Vadilal Bullet Naan 320g,8901777424742,1,2.0,7.98,3.99,2.63,2.72
Vadilal Chilli Garlic Naan 320g,8901777429747,4,6.0,23.94,3.99,2.6300000000000003,8.16
Vadilal Mooli Paratha 400g,8901777446126,2,2.0,7.98,3.99,2.3000000000000003,3.38
Vadilal Paratha Home Style 325g,8901777449769,2,2.0,6.98,3.49,2.38,2.22
Halidirams M Lachacha Paratha,8904063205087,1,1.0,2.99,2.99,0.0,2.99
Haldiram Kesar Rasmalai 500g,8904063205988,3,3.0,23.97,7.99,5.5,7.47
Haldiram Tandoori Naan 16Pcs,8904063209924,8,9.0,71.91,7.99,4.923333333333333,27.6
Haldirams Railway Cutlet 360G,8904063222107,1,2.0,7.98,3.99,2.75,2.48
Haldiram's Homestyle Paratha 1.2 kg,8904063253675,2,2.0,13.98,6.99,5.015000000000001,3.95
Haldiram Aloo Paratha 400gm,8904063281135,3,3.0,11.97,3.99,2.1700000000000004,5.46
Haldiram's Paneer Paratha 400G,8904063281142,5,7.0,34.93,4.99,3.85,7.98
Haldiram Mix Veg paratha 400g,8904063281173,1,1.0,4.99,4.99,3.9800000000000004,1.01
Haldiram Tandoori Garlic Naan 400gm,8904063281258,2,2.0,5.98,2.99,1.2300000000000002,3.52
Haldiram's Tandoori Naan 400G,8904063281302,2,2.0,7.98,3.99,2.0,3.98
Quick Methi Leaves,8906107855128,1,2.0,4.58,2.29,0.0,4.58
indi bites aloo tikki 12pcs,8906146770703,3,3.0,23.97,7.99,6.0,5.97
Aman Sheermal 3 pcs,8964002272419,6,6.0,23.94,3.99,0.0,23.94
Taza Parathas 5pcs,896546000327,6,6.0,17.94,2.99,1.4100000000000001,9.48
Taza Romali roti 8pcs,896546000693,7,7.0,27.93,3.99,2.4699999999999998,10.64
Kawan Paratha Plain Fml 25Pc.,9556074988115,8,8.0,87.92,10.99,7.5,27.92
Vadilal Rumali Roti 6 Pieces,8901777441640,3,7.0,20.93,2.99,2.14,5.95
Kawan Flakey (Lachha) Paratha,9556587988121,1,1.0,2.99,2.99,2.1,0.89
Vadilal Tandoori Naan 400Gm,8901777411124,7,8.0,27.92,3.49,2.33,9.28
Vadilal Garlic Butter Naan 320,8901777412749,1,1.0,3.49,3.49,2.3000000000000003,1.19
Indi Bites Home Style Paratha 5pic,8906146770277,6,8.0,23.92,2.99,1.8000000000000003,9.52
Deep Onion Kulcha-4Pcs,011433150118,3,3.0,11.97,3.99,2.5500000000000003,4.32
switz 500g,6281123031889,1,1.0,3.99,3.99,2.5,1.49
Laxmi Mix Veg Paratha 400G,723246290119,8,8.0,23.92,2.99,1.5000000000000002,11.92
Laxmi Methi Paratha 400G,723246290164,4,5.0,14.95,2.99,1.4999999999999998,7.45
Indi Bites Aloo Paratha 4pcs,8906146770246,3,3.0,8.97,2.99,1.8,3.57
Sujata Microwaveable (30 Pioc),871950001139,2,2.0,13.98,6.99,4.300000000000001,5.38
Vadilal Lachha Paratha (5Pis),8901777402122,4,5.0,14.95,2.99,2.09,4.5
laxmi Frozen Sharbathi 20pcs,723246290027,2,2.0,9.98,4.99,3.5,2.98
Laxmi Aloo Paratha 400G,723246290096,11,12.0,35.88,2.99,1.5000000000000002,17.88
Laxmi Onion Paratha 400G,723246290126,8,8.0,23.92,2.99,1.5000000000000002,11.92
